(make guest ^name 1 ^sex f ^hobby 3)
(make guest ^name 1 ^sex f ^hobby 1)
(make guest ^name 1 ^sex f ^hobby 5)
(make guest ^name 1 ^sex f ^hobby 2)
(make guest ^name 1 ^sex f ^hobby 4)
(make guest ^name 2 ^sex f ^hobby 1)
(make guest ^name 2 ^sex f ^hobby 2)
(make guest ^name 2 ^sex f ^hobby 5)
(make guest ^name 2 ^sex f ^hobby 3)
(make guest ^name 2 ^sex f ^hobby 4)
(make guest ^name 3 ^sex m ^hobby 5)
(make guest ^name 3 ^sex m ^hobby 3)
(make guest ^name 3 ^sex m ^hobby 2)
(make guest ^name 3 ^sex m ^hobby 1)
(make guest ^name 3 ^sex m ^hobby 4)
(make guest ^name 4 ^sex m ^hobby 2)
(make guest ^name 4 ^sex m ^hobby 5)
(make guest ^name 4 ^sex m ^hobby 1)
(make guest ^name 4 ^sex m ^hobby 3)
(make guest ^name 4 ^sex m ^hobby 4)
(make guest ^name 5 ^sex f ^hobby 4)
(make guest ^name 5 ^sex f ^hobby 5)
(make guest ^name 5 ^sex f ^hobby 3)
(make guest ^name 5 ^sex f ^hobby 1)
(make guest ^name 5 ^sex f ^hobby 2)
(make guest ^name 6 ^sex f ^hobby 2)
(make guest ^name 6 ^sex f ^hobby 1)
(make guest ^name 6 ^sex f ^hobby 4)
(make guest ^name 6 ^sex f ^hobby 5)
(make guest ^name 6 ^sex f ^hobby 3)
(make guest ^name 7 ^sex f ^hobby 1)
(make guest ^name 7 ^sex f ^hobby 4)
(make guest ^name 7 ^sex f ^hobby 2)
(make guest ^name 7 ^sex f ^hobby 5)
(make guest ^name 7 ^sex f ^hobby 3)
(make guest ^name 8 ^sex m ^hobby 4)
(make guest ^name 8 ^sex m ^hobby 1)
(make guest ^name 8 ^sex m ^hobby 3)
(make guest ^name 8 ^sex m ^hobby 2)
(make guest ^name 8 ^sex m ^hobby 5)
(make guest ^name 9 ^sex m ^hobby 2)
(make guest ^name 9 ^sex m ^hobby 1)
(make guest ^name 9 ^sex m ^hobby 3)
(make guest ^name 9 ^sex m ^hobby 4)
(make guest ^name 9 ^sex m ^hobby 5)
(make guest ^name 10 ^sex f ^hobby 2)
(make guest ^name 10 ^sex f ^hobby 3)
(make guest ^name 10 ^sex f ^hobby 4)
(make guest ^name 10 ^sex f ^hobby 5)
(make guest ^name 10 ^sex f ^hobby 1)
(make guest ^name 11 ^sex m ^hobby 4)
(make guest ^name 11 ^sex m ^hobby 5)
(make guest ^name 11 ^sex m ^hobby 1)
(make guest ^name 11 ^sex m ^hobby 2)
(make guest ^name 11 ^sex m ^hobby 3)
(make guest ^name 12 ^sex f ^hobby 4)
(make guest ^name 12 ^sex f ^hobby 2)
(make guest ^name 12 ^sex f ^hobby 1)
(make guest ^name 12 ^sex f ^hobby 3)
(make guest ^name 12 ^sex f ^hobby 5)
(make guest ^name 13 ^sex m ^hobby 3)
(make guest ^name 13 ^sex m ^hobby 4)
(make guest ^name 13 ^sex m ^hobby 2)
(make guest ^name 13 ^sex m ^hobby 5)
(make guest ^name 13 ^sex m ^hobby 1)
(make guest ^name 14 ^sex f ^hobby 5)
(make guest ^name 14 ^sex f ^hobby 3)
(make guest ^name 14 ^sex f ^hobby 1)
(make guest ^name 14 ^sex f ^hobby 4)
(make guest ^name 14 ^sex f ^hobby 2)
(make guest ^name 15 ^sex m ^hobby 2)
(make guest ^name 15 ^sex m ^hobby 5)
(make guest ^name 15 ^sex m ^hobby 3)
(make guest ^name 15 ^sex m ^hobby 1)
(make guest ^name 15 ^sex m ^hobby 4)
(make guest ^name 16 ^sex f ^hobby 2)
(make guest ^name 16 ^sex f ^hobby 4)
(make guest ^name 16 ^sex f ^hobby 1)
(make guest ^name 16 ^sex f ^hobby 5)
(make guest ^name 16 ^sex f ^hobby 3)
(make guest ^name 17 ^sex f ^hobby 2)
(make guest ^name 17 ^sex f ^hobby 5)
(make guest ^name 17 ^sex f ^hobby 3)
(make guest ^name 17 ^sex f ^hobby 4)
(make guest ^name 17 ^sex f ^hobby 1)
(make guest ^name 18 ^sex m ^hobby 1)
(make guest ^name 18 ^sex m ^hobby 5)
(make guest ^name 18 ^sex m ^hobby 4)
(make guest ^name 18 ^sex m ^hobby 3)
(make guest ^name 18 ^sex m ^hobby 2)
(make guest ^name 19 ^sex m ^hobby 4)
(make guest ^name 19 ^sex m ^hobby 1)
(make guest ^name 19 ^sex m ^hobby 2)
(make guest ^name 19 ^sex m ^hobby 5)
(make guest ^name 19 ^sex m ^hobby 3)
(make guest ^name 20 ^sex m ^hobby 4)
(make guest ^name 20 ^sex m ^hobby 1)
(make guest ^name 20 ^sex m ^hobby 5)
(make guest ^name 20 ^sex m ^hobby 2)
(make guest ^name 20 ^sex m ^hobby 3)
(make last_seat 20)
(make count 1)
(make context start)
